AIRPORT,Year,Month,INBOUND,OUTBOUND,TOTAL,INBOUND,OUTBOUND,TOTAL,INBOUND,OUTBOUND,Passengers
LAUNCESTON,2015,3,57484.00,59583.00,117067.00,0.00,0.00,0.00,57484.00,59583.00,117067.00
LAUNCESTON,2015,4,52216.00,55380.00,107596.00,0.00,0.00,0.00,52216.00,55380.00,107596.00
LAUNCESTON,2015,5,46677.00,48225.00,94902.00,0.00,0.00,0.00,46677.00,48225.00,94902.00
LAUNCESTON,2015,6,42671.00,42200.00,84871.00,0.00,0.00,0.00,42671.00,42200.00,84871.00
LAUNCESTON,2015,7,49223.00,51910.00,101133.00,0.00,0.00,0.00,49223.00,51910.00,101133.00
LAUNCESTON,2015,8,46105.00,45411.00,91516.00,0.00,0.00,0.00,46105.00,45411.00,91516.00
LAUNCESTON,2015,9,47215.00,46412.00,93627.00,0.00,0.00,0.00,47215.00,46412.00,93627.00
LAUNCESTON,2015,10,56542.00,53452.00,109994.00,0.00,0.00,0.00,56542.00,53452.00,109994.00
LAUNCESTON,2015,11,58767.00,57575.00,116342.00,0.00,0.00,0.00,58767.00,57575.00,116342.00
LAUNCESTON,2015,12,70521.00,62644.00,133165.00,0.00,0.00,0.00,70521.00,62644.00,133165.00
LAUNCESTON,2016,1,63517.00,72206.00,135723.00,0.00,0.00,0.00,63517.00,72206.00,135723.00
LAUNCESTON,2016,2,57729.00,56406.00,114135.00,0.00,0.00,0.00,57729.00,56406.00,114135.00
LAUNCESTON,2016,3,61282.00,61169.00,122451.00,0.00,0.00,0.00,61282.00,61169.00,122451.00
LAUNCESTON,2016,4,54996.00,60277.00,115273.00,0.00,0.00,0.00,54996.00,60277.00,115273.00
LAUNCESTON,2016,5,47415.00,49237.00,96652.00,0.00,0.00,0.00,47415.00,49237.00,96652.00
LAUNCESTON,2016,6,45377.00,45564.00,90941.00,0.00,0.00,0.00,45377.00,45564.00,90941.00
LAUNCESTON,2016,7,53340.00,54414.00,107754.00,0.00,0.00,0.00,53340.00,54414.00,107754.00
LAUNCESTON,2016,8,44702.00,44901.00,89603.00,0.00,0.00,0.00,44702.00,44901.00,89603.00
LAUNCESTON,2016,9,50064.00,48950.00,99014.00,0.00,0.00,0.00,50064.00,48950.00,99014.00
LAUNCESTON,2016,10,55946.00,52152.00,108098.00,0.00,0.00,0.00,55946.00,52152.00,108098.00
LAUNCESTON,2016,11,58326.00,56791.00,115117.00,0.00,0.00,0.00,58326.00,56791.00,115117.00
LAUNCESTON,2016,12,72849.00,63415.00,136264.00,0.00,0.00,0.00,72849.00,63415.00,136264.00
LAUNCESTON,2017,1,67589.00,75597.00,143186.00,0.00,0.00,0.00,67589.00,75597.00,143186.00
LAUNCESTON,2017,2,57412.00,56874.00,114286.00,0.00,0.00,0.00,57412.00,56874.00,114286.00
LAUNCESTON,2017,3,59033.00,61568.00,120601.00,0.00,0.00,0.00,59033.00,61568.00,120601.00
LAUNCESTON,2017,4,58771.00,60217.00,118988.00,0.00,0.00,0.00,58771.00,60217.00,118988.00
LAUNCESTON,2017,5,46056.00,48246.00,94302.00,0.00,0.00,0.00,46056.00,48246.00,94302.00
LAUNCESTON,2017,6,44164.00,43756.00,87920.00,0.00,0.00,0.00,44164.00,43756.00,87920.00
LAUNCESTON,2017,7,51577.00,53418.00,104995.00,0.00,0.00,0.00,51577.00,53418.00,104995.00
LAUNCESTON,2017,8,45214.00,44862.00,90076.00,0.00,0.00,0.00,45214.00,44862.00,90076.00
LAUNCESTON,2017,9,50483.00,48160.00,98643.00,0.00,0.00,0.00,50483.00,48160.00,98643.00
LAUNCESTON,2017,10,55395.00,55407.00,110802.00,0.00,0.00,0.00,55395.00,55407.00,110802.00
LAUNCESTON,2017,11,59175.00,58036.00,117211.00,0.00,0.00,0.00,59175.00,58036.00,117211.00
LAUNCESTON,2017,12,75367.00,64845.00,140212.00,0.00,0.00,0.00,75367.00,64845.00,140212.00
LAUNCESTON,2018,1,68889.00,78405.00,147294.00,0.00,0.00,0.00,68889.00,78405.00,147294.00
LAUNCESTON,2018,2,57763.00,56071.00,113834.00,0.00,0.00,0.00,57763.00,56071.00,113834.00
LAUNCESTON,2018,3,65920.00,66465.00,132385.00,0.00,0.00,0.00,65920.00,66465.00,132385.00
LAUNCESTON,2018,4,59241.00,63764.00,123005.00,0.00,0.00,0.00,59241.00,63764.00,123005.00
LAUNCESTON,2018,5,45400.00,47383.00,92783.00,0.00,0.00,0.00,45400.00,47383.00,92783.00
LAUNCESTON,2018,6,45514.00,45946.00,91460.00,0.00,0.00,0.00,45514.00,45946.00,91460.00
LAUNCESTON,2018,7,56721.00,58072.00,114793.00,0.00,0.00,0.00,56721.00,58072.00,114793.00
LAUNCESTON,2018,8,47423.00,47206.00,94629.00,0.00,0.00,0.00,47423.00,47206.00,94629.00
LAUNCESTON,2018,9,51454.00,49146.00,100600.00,0.00,0.00,0.00,51454.00,49146.00,100600.00
LAUNCESTON,2018,10,57836.00,57111.00,114947.00,0.00,0.00,0.00,57836.00,57111.00,114947.00
LAUNCESTON,2018,11,58989.00,58231.00,117220.00,0.00,0.00,0.00,58989.00,58231.00,117220.00
LAUNCESTON,2018,12,73906.00,64885.00,138791.00,0.00,0.00,0.00,73906.00,64885.00,138791.00
LAUNCESTON,2019,1,70824.00,79017.00,149841.00,0.00,0.00,0.00,70824.00,79017.00,149841.00
LAUNCESTON,2019,2,58763.00,58499.00,117262.00,0.00,0.00,0.00,58763.00,58499.00,117262.00
LAUNCESTON,2019,3,61397.00,64660.00,126057.00,0.00,0.00,0.00,61397.00,64660.00,126057.00
LAUNCESTON,2019,4,63263.00,65723.00,128986.00,0.00,0.00,0.00,63263.00,65723.00,128986.00
LAUNCESTON,2019,5,46938.00,49185.00,96123.00,0.00,0.00,0.00,46938.00,49185.00,96123.00
LAUNCESTON,2019,6,45516.00,45744.00,91260.00,0.00,0.00,0.00,45516.00,45744.00,91260.00
LAUNCESTON,2019,7,56217.00,56811.00,113028.00,0.00,0.00,0.00,56217.00,56811.00,113028.00
LAUNCESTON,2019,8,46984.00,48107.00,95091.00,0.00,0.00,0.00,46984.00,48107.00,95091.00
LAUNCESTON,2019,9,52095.00,49663.00,101758.00,0.00,0.00,0.00,52095.00,49663.00,101758.00
LAUNCESTON,2019,10,58756.00,57738.00,116494.00,0.00,0.00,0.00,58756.00,57738.00,116494.00
LAUNCESTON,2019,11,60389.00,59006.00,119395.00,0.00,0.00,0.00,60389.00,59006.00,119395.00
LAUNCESTON,2019,12,74773.00,65236.00,140009.00,0.00,0.00,0.00,74773.00,65236.00,140009.00
LAUNCESTON,2020,1,68722.00,77376.00,146098.00,0.00,0.00,0.00,68722.00,77376.00,146098.00
LAUNCESTON,2020,2,56306.00,55972.00,112278.00,0.00,0.00,0.00,56306.00,55972.00,112278.00
LAUNCESTON,2020,3,36699.00,39219.00,75918.00,0.00,0.00,0.00,36699.00,39219.00,75918.00
LAUNCESTON,2020,4,301.00,475.00,776.00,0.00,0.00,0.00,301.00,475.00,776.00
LAUNCESTON,2020,5,348.00,362.00,710.00,0.00,0.00,0.00,348.00,362.00,710.00
LAUNCESTON,2020,6,994.00,1097.00,2091.00,0.00,0.00,0.00,994.00,1097.00,2091.00
LAUNCESTON,2020,7,2039.00,2584.00,4623.00,0.00,0.00,0.00,2039.00,2584.00,4623.00
LAUNCESTON,2020,8,1958.00,1949.00,3907.00,0.00,0.00,0.00,1958.00,1949.00,3907.00
LAUNCESTON,2020,9,2189.00,2270.00,4459.00,0.00,0.00,0.00,2189.00,2270.00,4459.00
LAUNCESTON,2020,10,3012.00,3295.00,6307.00,0.00,0.00,0.00,3012.00,3295.00,6307.00
LAUNCESTON,2020,11,12199.00,10832.00,23031.00,0.00,0.00,0.00,12199.00,10832.00,23031.00
LAUNCESTON,2020,12,39377.00,32862.00,72239.00,0.00,0.00,0.00,39377.00,32862.00,72239.00
LAUNCESTON,2021,1,30884.00,35633.00,66517.00,0.00,0.00,0.00,30884.00,35633.00,66517.00
LAUNCESTON,2021,2,25746.00,24783.00,50529.00,0.00,0.00,0.00,25746.00,24783.00,50529.00
LAUNCESTON,2021,3,41676.00,40711.00,82387.00,0.00,0.00,0.00,41676.00,40711.00,82387.00
LAUNCESTON,2021,4,52434.00,54389.00,106823.00,0.00,0.00,0.00,52434.00,54389.00,106823.00
LAUNCESTON,2021,5,37123.00,39118.00,76241.00,0.00,0.00,0.00,37123.00,39118.00,76241.00
LAUNCESTON,2021,6,22667.00,20028.00,42695.00,0.00,0.00,0.00,22667.00,20028.00,42695.00
LAUNCESTON,2021,7,17484.00,20248.00,37732.00,0.00,0.00,0.00,17484.00,20248.00,37732.00
LAUNCESTON,2021,8,5689.00,5261.00,10950.00,0.00,0.00,0.00,5689.00,5261.00,10950.00
LAUNCESTON,2021,9,9837.00,9622.00,19459.00,0.00,0.00,0.00,9837.00,9622.00,19459.00
LAUNCESTON,2021,10,11763.00,12018.00,23781.00,0.00,0.00,0.00,11763.00,12018.00,23781.00
LAUNCESTON,2021,11,15215.00,14125.00,29340.00,0.00,0.00,0.00,15215.00,14125.00,29340.00
LAUNCESTON,2021,12,43457.00,32543.00,76000.00,0.00,0.00,0.00,43457.00,32543.00,76000.00
LAUNCESTON,2022,1,36769.00,43049.00,79818.00,0.00,0.00,0.00,36769.00,43049.00,79818.00
LAUNCESTON,2022,2,33632.00,32485.00,66117.00,0.00,0.00,0.00,33632.00,32485.00,66117.00
LAUNCESTON,2022,3,44856.00,45684.00,90540.00,0.00,0.00,0.00,44856.00,45684.00,90540.00
LAUNCESTON,2022,4,59180.00,61264.00,120444.00,0.00,0.00,0.00,59180.00,61264.00,120444.00
LAUNCESTON,2022,5,46127.00,48106.00,94233.00,0.00,0.00,0.00,46127.00,48106.00,94233.00
LAUNCESTON,2022,6,48324.00,46338.00,94662.00,0.00,0.00,0.00,48324.00,46338.00,94662.00
LAUNCESTON,2022,7,49150.00,53985.00,103135.00,0.00,0.00,0.00,49150.00,53985.00,103135.00
LAUNCESTON,2022,8,42551.00,41525.00,84076.00,0.00,0.00,0.00,42551.00,41525.00,84076.00
LAUNCESTON,2022,9,47310.00,45217.00,92527.00,0.00,0.00,0.00,47310.00,45217.00,92527.00
LAUNCESTON,2022,10,54641.00,53629.00,108270.00,0.00,0.00,0.00,54641.00,53629.00,108270.00
LAUNCESTON,2022,11,54272.00,52480.00,106752.00,0.00,0.00,0.00,54272.00,52480.00,106752.00
LAUNCESTON,2022,12,66830.00,58410.00,125240.00,0.00,0.00,0.00,66830.00,58410.00,125240.00
LAUNCESTON,2023,1,64841.00,72368.00,137209.00,0.00,0.00,0.00,64841.00,72368.00,137209.00
LAUNCESTON,2023,2,53698.00,53043.00,106741.00,0.00,0.00,0.00,53698.00,53043.00,106741.00
LAUNCESTON,2023,3,61444.00,62794.00,124238.00,0.00,0.00,0.00,61444.00,62794.00,124238.00
LAUNCESTON,2023,4,58683.00,61547.00,120230.00,0.00,0.00,0.00,58683.00,61547.00,120230.00
LAUNCESTON,2023,5,46254.00,48868.00,95122.00,0.00,0.00,0.00,46254.00,48868.00,95122.00
LAUNCESTON,2023,6,45907.00,44530.00,90437.00,0.00,0.00,0.00,45907.00,44530.00,90437.00
LAUNCESTON,2023,7,50137.00,53942.00,104079.00,0.00,0.00,0.00,50137.00,53942.00,104079.00
LAUNCESTON,2023,8,49495.00,49486.00,98981.00,0.00,0.00,0.00,49495.00,49486.00,98981.00
LAUNCESTON,2023,9,51583.00,49988.00,101571.00,0.00,0.00,0.00,51583.00,49988.00,101571.00
LAUNCESTON,2023,10,60348.00,58947.00,119295.00,0.00,0.00,0.00,60348.00,58947.00,119295.00
LAUNCESTON,2023,11,63106.00,61336.00,124442.00,0.00,0.00,0.00,63106.00,61336.00,124442.00
LAUNCESTON,2023,12,76584.00,66277.00,142861.00,0.00,0.00,0.00,76584.00,66277.00,142861.00
LAUNCESTON,2024,1,68013.00,75861.00,143874.00,0.00,0.00,0.00,68013.00,75861.00,143874.00
LAUNCESTON,2024,2,62051.00,61639.00,123690.00,0.00,0.00,0.00,62051.00,61639.00,123690.00
LAUNCESTON,2024,3,67859.00,67669.00,135528.00,0.00,0.00,0.00,67859.00,67669.00,135528.00
LAUNCESTON,2024,4,60965.00,66265.00,127230.00,0.00,0.00,0.00,60965.00,66265.00,127230.00
LAUNCESTON,2024,5,48699.00,50852.00,99551.00,0.00,0.00,0.00,48699.00,50852.00,99551.00
LAUNCESTON,2024,6,46275.00,45612.00,91887.00,0.00,0.00,0.00,46275.00,45612.00,91887.00
LAUNCESTON,2024,7,52370.00,55347.00,107717.00,0.00,0.00,0.00,52370.00,55347.00,107717.00
LAUNCESTON,2024,8,52518.00,51398.00,103916.00,0.00,0.00,0.00,52518.00,51398.00,103916.00
LAUNCESTON,2024,9,53042.00,53078.00,106120.00,0.00,0.00,0.00,53042.00,53078.00,106120.00
LAUNCESTON,2024,10,59729.00,59611.00,119340.00,0.00,0.00,0.00,59729.00,59611.00,119340.00
LAUNCESTON,2024,11,61369.00,58934.00,120303.00,0.00,0.00,0.00,61369.00,58934.00,120303.00
LAUNCESTON,2024,12,73803.00,65551.00,139354.00,0.00,0.00,0.00,73803.00,65551.00,139354.00
LAUNCESTON,2025,1,75563.00,83384.00,158947.00,0.00,0.00,0.00,75563.00,83384.00,158947.00
LAUNCESTON,2025,2,59337.00,59315.00,118652.00,0.00,0.00,0.00,59337.00,59315.00,118652.00
LAUNCESTON,2025,3,66243.00,67828.00,134071.00,0.00,0.00,0.00,66243.00,67828.00,134071.00
LAUNCESTON,2025,4,57801.00,61464.00,119265.00,0.00,0.00,0.00,57801.00,61464.00,119265.00
LAUNCESTON,2025,5,50733.00,54091.00,104824.00,0.00,0.00,0.00,50733.00,54091.00,104824.00
LAUNCESTON,2025,6,50768.00,50365.00,101133.00,0.00,0.00,0.00,50768.00,50365.00,101133.00
MACKAY,2009,1,39935.00,39772.00,79707.00,0.00,0.00,0.00,39935.00,39772.00,79707.00
MACKAY,2009,2,34093.00,33861.00,67954.00,0.00,0.00,0.00,34093.00,33861.00,67954.00
MACKAY,2009,3,38335.00,37378.00,75713.00,0.00,0.00,0.00,38335.00,37378.00,75713.00
MACKAY,2009,4,38347.00,38448.00,76795.00,0.00,0.00,0.00,38347.00,38448.00,76795.00
MACKAY,2009,5,38023.00,37882.00,75905.00,0.00,0.00,0.00,38023.00,37882.00,75905.00
MACKAY,2009,6,38043.00,37284.00,75327.00,0.00,0.00,0.00,38043.00,37284.00,75327.00
MACKAY,2009,7,40206.00,40448.00,80654.00,0.00,0.00,0.00,40206.00,40448.00,80654.00
MACKAY,2009,8,38246.00,37882.00,76128.00,0.00,0.00,0.00,38246.00,37882.00,76128.00
MACKAY,2009,9,39508.00,39616.00,79124.00,0.00,0.00,0.00,39508.00,39616.00,79124.00
MACKAY,2009,10,40964.00,41045.00,82009.00,0.00,0.00,0.00,40964.00,41045.00,82009.00
MACKAY,2009,11,38991.00,39381.00,78372.00,0.00,0.00,0.00,38991.00,39381.00,78372.00
MACKAY,2009,12,38160.00,39841.00,78001.00,0.00,0.00,0.00,38160.00,39841.00,78001.00
MACKAY,2010,1,36743.00,36508.00,73251.00,0.00,0.00,0.00,36743.00,36508.00,73251.00
MACKAY,2010,2,33503.00,34298.00,67801.00,0.00,0.00,0.00,33503.00,34298.00,67801.00
MACKAY,2010,3,36041.00,35330.00,71371.00,0.00,0.00,0.00,36041.00,35330.00,71371.00
MACKAY,2010,4,36857.00,36634.00,73491.00,0.00,0.00,0.00,36857.00,36634.00,73491.00
MACKAY,2010,5,37655.00,37959.00,75614.00,0.00,0.00,0.00,37655.00,37959.00,75614.00
MACKAY,2010,6,40689.00,40733.00,81422.00,0.00,0.00,0.00,40689.00,40733.00,81422.00
MACKAY,2010,7,43626.00,43804.00,87430.00,0.00,0.00,0.00,43626.00,43804.00,87430.00
MACKAY,2010,8,41931.00,42150.00,84081.00,0.00,0.00,0.00,41931.00,42150.00,84081.00
MACKAY,2010,9,46612.00,46479.00,93091.00,0.00,0.00,0.00,46612.00,46479.00,93091.00
MACKAY,2010,10,47386.00,48552.00,95938.00,0.00,0.00,0.00,47386.00,48552.00,95938.00
MACKAY,2010,11,44241.00,43824.00,88065.00,0.00,0.00,0.00,44241.00,43824.00,88065.00
MACKAY,2010,12,44289.00,47223.00,91512.00,0.00,0.00,0.00,44289.00,47223.00,91512.00
MACKAY,2011,1,47185.00,44254.00,91439.00,0.00,0.00,0.00,47185.00,44254.00,91439.00
MACKAY,2011,2,35124.00,35588.00,70712.00,0.00,0.00,0.00,35124.00,35588.00,70712.00
MACKAY,2011,3,43224.00,42622.00,85846.00,0.00,0.00,0.00,43224.00,42622.00,85846.00
MACKAY,2011,4,41760.00,42414.00,84174.00,0.00,0.00,0.00,41760.00,42414.00,84174.00
MACKAY,2011,5,44832.00,43888.00,88720.00,0.00,0.00,0.00,44832.00,43888.00,88720.00
MACKAY,2011,6,43839.00,44325.00,88164.00,0.00,0.00,0.00,43839.00,44325.00,88164.00
MACKAY,2011,7,46913.00,46668.00,93581.00,0.00,0.00,0.00,46913.00,46668.00,93581.00
MACKAY,2011,8,47594.00,47296.00,94890.00,0.00,0.00,0.00,47594.00,47296.00,94890.00
MACKAY,2011,9,48453.00,49173.00,97626.00,0.00,0.00,0.00,48453.00,49173.00,97626.00
MACKAY,2011,10,50403.00,50341.00,100744.00,0.00,0.00,0.00,50403.00,50341.00,100744.00
MACKAY,2011,11,47259.00,47269.00,94528.00,0.00,0.00,0.00,47259.00,47269.00,94528.00
MACKAY,2011,12,43936.00,48241.00,92177.00,0.00,0.00,0.00,43936.00,48241.00,92177.00
MACKAY,2012,1,45112.00,41376.00,86488.00,0.00,0.00,0.00,45112.00,41376.00,86488.00
MACKAY,2012,2,42412.00,43314.00,85726.00,0.00,0.00,0.00,42412.00,43314.00,85726.00
MACKAY,2012,3,46348.00,47723.00,94071.00,0.00,0.00,0.00,46348.00,47723.00,94071.00
MACKAY,2012,4,46513.00,45629.00,92142.00,0.00,0.00,0.00,46513.00,45629.00,92142.00
MACKAY,2012,5,48281.00,48824.00,97105.00,0.00,0.00,0.00,48281.00,48824.00,97105.00
MACKAY,2012,6,48241.00,48828.00,97069.00,0.00,0.00,0.00,48241.00,48828.00,97069.00
MACKAY,2012,7,49974.00,48864.00,98838.00,0.00,0.00,0.00,49974.00,48864.00,98838.00
MACKAY,2012,8,47780.00,48839.00,96619.00,0.00,0.00,0.00,47780.00,48839.00,96619.00
MACKAY,2012,9,47615.00,48248.00,95863.00,0.00,0.00,0.00,47615.00,48248.00,95863.00
MACKAY,2012,10,49865.00,48668.00,98533.00,0.00,0.00,0.00,49865.00,48668.00,98533.00
MACKAY,2012,11,44720.00,45921.00,90641.00,0.00,0.00,0.00,44720.00,45921.00,90641.00
MACKAY,2012,12,44976.00,48172.00,93148.00,0.00,0.00,0.00,44976.00,48172.00,93148.00
MACKAY,2013,1,46854.00,43565.00,90419.00,0.00,0.00,0.00,46854.00,43565.00,90419.00
MACKAY,2013,2,39587.00,40893.00,80480.00,0.00,0.00,0.00,39587.00,40893.00,80480.00
MACKAY,2013,3,45497.00,46520.00,92017.00,0.00,0.00,0.00,45497.00,46520.00,92017.00
MACKAY,2013,4,48044.00,46532.00,94576.00,0.00,0.00,0.00,48044.00,46532.00,94576.00
MACKAY,2013,5,44764.00,45633.00,90397.00,0.00,0.00,0.00,44764.00,45633.00,90397.00
MACKAY,2013,6,47536.00,46864.00,94400.00,0.00,0.00,0.00,47536.00,46864.00,94400.00
MACKAY,2013,7,49174.00,49064.00,98238.00,0.00,0.00,0.00,49174.00,49064.00,98238.00
MACKAY,2013,8,46550.00,47782.00,94332.00,0.00,0.00,0.00,46550.00,47782.00,94332.00
MACKAY,2013,9,46861.00,45849.00,92710.00,0.00,0.00,0.00,46861.00,45849.00,92710.00
MACKAY,2013,10,48466.00,48596.00,97062.00,0.00,0.00,0.00,48466.00,48596.00,97062.00
MACKAY,2013,11,42148.00,43201.00,85349.00,0.00,0.00,0.00,42148.00,43201.00,85349.00
MACKAY,2013,12,45230.00,47384.00,92614.00,0.00,0.00,0.00,45230.00,47384.00,92614.00
MACKAY,2014,1,41690.00,39182.00,80872.00,0.00,0.00,0.00,41690.00,39182.00,80872.00
MACKAY,2014,2,35301.00,35937.00,71238.00,0.00,0.00,0.00,35301.00,35937.00,71238.00
MACKAY,2014,3,41032.00,40076.00,81108.00,0.00,0.00,0.00,41032.00,40076.00,81108.00
MACKAY,2014,4,41485.00,41149.00,82634.00,0.00,0.00,0.00,41485.00,41149.00,82634.00
MACKAY,2014,5,39723.00,40390.00,80113.00,0.00,0.00,0.00,39723.00,40390.00,80113.00
MACKAY,2014,6,38830.00,38088.00,76918.00,0.00,0.00,0.00,38830.00,38088.00,76918.00
MACKAY,2014,7,44033.00,44582.00,88615.00,0.00,0.00,0.00,44033.00,44582.00,88615.00
MACKAY,2014,8,40144.00,40707.00,80851.00,0.00,0.00,0.00,40144.00,40707.00,80851.00
MACKAY,2014,9,41426.00,40415.00,81841.00,0.00,0.00,0.00,41426.00,40415.00,81841.00
MACKAY,2014,10,43221.00,44844.00,88065.00,0.00,0.00,0.00,43221.00,44844.00,88065.00
MACKAY,2014,11,37800.00,38193.00,75993.00,0.00,0.00,0.00,37800.00,38193.00,75993.00
MACKAY,2014,12,39817.00,41898.00,81715.00,0.00,0.00,0.00,39817.00,41898.00,81715.00
MACKAY,2015,1,36231.00,34321.00,70552.00,0.00,0.00,0.00,36231.00,34321.00,70552.00
MACKAY,2015,2,30254.00,31593.00,61847.00,0.00,0.00,0.00,30254.00,31593.00,61847.00
MACKAY,2015,3,38476.00,36956.00,75432.00,0.00,0.00,0.00,38476.00,36956.00,75432.00
MACKAY,2015,4,38188.00,38030.00,76218.00,0.00,0.00,0.00,38188.00,38030.00,76218.00
MACKAY,2015,5,37417.00,37180.00,74597.00,0.00,0.00,0.00,37417.00,37180.00,74597.00
MACKAY,2015,6,36464.00,36164.00,72628.00,0.00,0.00,0.00,36464.00,36164.00,72628.00
MACKAY,2015,7,39916.00,40450.00,80366.00,0.00,0.00,0.00,39916.00,40450.00,80366.00
MACKAY,2015,8,37652.00,37306.00,74958.00,0.00,0.00,0.00,37652.00,37306.00,74958.00
MACKAY,2015,9,36204.00,36478.00,72682.00,0.00,0.00,0.00,36204.00,36478.00,72682.00
MACKAY,2015,10,36013.00,36482.00,72495.00,0.00,0.00,0.00,36013.00,36482.00,72495.00
MACKAY,2015,11,33988.00,33821.00,67809.00,0.00,0.00,0.00,33988.00,33821.00,67809.00
MACKAY,2015,12,33735.00,35613.00,69348.00,0.00,0.00,0.00,33735.00,35613.00,69348.00
MACKAY,2016,1,30454.00,28859.00,59313.00,0.00,0.00,0.00,30454.00,28859.00,59313.00
MACKAY,2016,2,28048.00,28251.00,56299.00,0.00,0.00,0.00,28048.00,28251.00,56299.00
MACKAY,2016,3,33248.00,33232.00,66480.00,0.00,0.00,0.00,33248.00,33232.00,66480.00
MACKAY,2016,4,32759.00,32306.00,65065.00,0.00,0.00,0.00,32759.00,32306.00,65065.00
MACKAY,2016,5,32884.00,32963.00,65847.00,0.00,0.00,0.00,32884.00,32963.00,65847.00
MACKAY,2016,6,31980.00,32428.00,64408.00,0.00,0.00,0.00,31980.00,32428.00,64408.00
MACKAY,2016,7,33613.00,33546.00,67159.00,0.00,0.00,0.00,33613.00,33546.00,67159.00
MACKAY,2016,8,32588.00,32852.00,65440.00,0.00,0.00,0.00,32588.00,32852.00,65440.00
MACKAY,2016,9,32594.00,33221.00,65815.00,0.00,0.00,0.00,32594.00,33221.00,65815.00
MACKAY,2016,10,32954.00,33473.00,66427.00,0.00,0.00,0.00,32954.00,33473.00,66427.00
MACKAY,2016,11,31026.00,30902.00,61928.00,0.00,0.00,0.00,31026.00,30902.00,61928.00
MACKAY,2016,12,31024.00,32448.00,63472.00,0.00,0.00,0.00,31024.00,32448.00,63472.00
MACKAY,2017,1,28407.00,27492.00,55899.00,0.00,0.00,0.00,28407.00,27492.00,55899.00
MACKAY,2017,2,26775.00,27417.00,54192.00,0.00,0.00,0.00,26775.00,27417.00,54192.00
MACKAY,2017,3,27660.00,28612.00,56272.00,0.00,0.00,0.00,27660.00,28612.00,56272.00
MACKAY,2017,4,32546.00,32692.00,65238.00,0.00,0.00,0.00,32546.00,32692.00,65238.00
MACKAY,2017,5,32115.00,32556.00,64671.00,0.00,0.00,0.00,32115.00,32556.00,64671.00
MACKAY,2017,6,32053.00,32188.00,64241.00,0.00,0.00,0.00,32053.00,32188.00,64241.00
MACKAY,2017,7,33542.00,33361.00,66903.00,0.00,0.00,0.00,33542.00,33361.00,66903.00
MACKAY,2017,8,32287.00,33030.00,65317.00,0.00,0.00,0.00,32287.00,33030.00,65317.00
MACKAY,2017,9,34889.00,35186.00,70075.00,0.00,0.00,0.00,34889.00,35186.00,70075.00
MACKAY,2017,10,35292.00,34648.00,69940.00,0.00,0.00,0.00,35292.00,34648.00,69940.00
MACKAY,2017,11,31991.00,32694.00,64685.00,0.00,0.00,0.00,31991.00,32694.00,64685.00
MACKAY,2017,12,31907.00,33663.00,65570.00,0.00,0.00,0.00,31907.00,33663.00,65570.00
MACKAY,2018,1,31550.00,29835.00,61385.00,0.00,0.00,0.00,31550.00,29835.00,61385.00
MACKAY,2018,2,28109.00,28290.00,56399.00,0.00,0.00,0.00,28109.00,28290.00,56399.00
MACKAY,2018,3,33788.00,34250.00,68038.00,0.00,0.00,0.00,33788.00,34250.00,68038.00
MACKAY,2018,4,31371.00,30937.00,62308.00,0.00,0.00,0.00,31371.00,30937.00,62308.00
MACKAY,2018,5,34118.00,34075.00,68193.00,0.00,0.00,0.00,34118.00,34075.00,68193.00
MACKAY,2018,6,32254.00,32073.00,64327.00,0.00,0.00,0.00,32254.00,32073.00,64327.00
MACKAY,2018,7,38841.00,38656.00,77497.00,0.00,0.00,0.00,38841.00,38656.00,77497.00
MACKAY,2018,8,37238.00,38024.00,75262.00,0.00,0.00,0.00,37238.00,38024.00,75262.00
MACKAY,2018,9,34386.00,34831.00,69217.00,0.00,0.00,0.00,34386.00,34831.00,69217.00
MACKAY,2018,10,35683.00,35066.00,70749.00,0.00,0.00,0.00,35683.00,35066.00,70749.00
MACKAY,2018,11,33423.00,34034.00,67457.00,0.00,0.00,0.00,33423.00,34034.00,67457.00
MACKAY,2018,12,32543.00,34591.00,67134.00,0.00,0.00,0.00,32543.00,34591.00,67134.00
MACKAY,2019,1,31850.00,30538.00,62388.00,0.00,0.00,0.00,31850.00,30538.00,62388.00
MACKAY,2019,2,29585.00,29908.00,59493.00,0.00,0.00,0.00,29585.00,29908.00,59493.00
MACKAY,2019,3,33188.00,33773.00,66961.00,0.00,0.00,0.00,33188.00,33773.00,66961.00
MACKAY,2019,4,33365.00,32740.00,66105.00,0.00,0.00,0.00,33365.00,32740.00,66105.00
MACKAY,2019,5,35423.00,36124.00,71547.00,0.00,0.00,0.00,35423.00,36124.00,71547.00
MACKAY,2019,6,34032.00,33917.00,67949.00,0.00,0.00,0.00,34032.00,33917.00,67949.00
MACKAY,2019,7,37760.00,37019.00,74779.00,0.00,0.00,0.00,37760.00,37019.00,74779.00
MACKAY,2019,8,37074.00,37973.00,75047.00,0.00,0.00,0.00,37074.00,37973.00,75047.00
MACKAY,2019,9,37679.00,37658.00,75337.00,0.00,0.00,0.00,37679.00,37658.00,75337.00
MACKAY,2019,10,38439.00,38581.00,77020.00,0.00,0.00,0.00,38439.00,38581.00,77020.00
MACKAY,2019,11,35584.00,36180.00,71764.00,0.00,0.00,0.00,35584.00,36180.00,71764.00
MACKAY,2019,12,35168.00,37092.00,72260.00,0.00,0.00,0.00,35168.00,37092.00,72260.00
